id,메뉴,아이디,text,양,배달
21,빵& 빵,Rina86,케이크 맛있지만 조금 비싸요ㅠ,7.1.토,1
22,빵& 빵,니에바,맛있는 마카롱집이에요. 비가 오는 날엔 사람이 적어서 여유있게 구매했네요 여전히 맛있어요,5.5.금,1
23,빵& 빵,밍유27,마카롱 맛집이에요 쿠키는 한번에 먹어야 맛있는거 같아요,3.19.일,1
24,빵& 빵,일상9383,최고의 맛카롱 집입니다~,6.10.토,4
25,빵& 빵,미소천사3213,마카롱 안 좋아하는데 솜솜 마카롱은 너무 맛있어요. 몇번의 시도 끝에 오늘 성공해서 구입했어요. 오픈 시간 변경 전에는 출근길에 대기줄이 너무 길어서 못 기다렸고 점심시간에 오면 이미 완판! 지금 오픈시간 늦춰져서 운 좋으면 점심시간에 살수 있어서 좋아요.,2.17.금,1
26,빵& 빵,1004tess2,주차할공간은없어요,6.3.토,2
27,빵& 빵,눈에시다,줄까지 서 있는 줄은 몰랐는데 다행히 금방 들어가서 살 수 있었어요. 마카롱 맛집이라 골고루 주문했는데 고구마 마카롱 맛나요 다른 맛들도 맛날거 같아요.,4.22.토,1
28,빵& 빵,Olivy,다양한 종류가 있어서 넘 즇아요 아침에 가면 줄서있지먼 금방 줄이 줄어들어서 갠찮아요!,3.12.일,1
29,빵& 빵,일상9383,정말 오랜만에 맛별로 좋아 하는 마카롱 하나씩 다른 마카롱은 못먹어요~~,4.7.금,1
30,빵& 빵,SJ00,솜솜베이커리는 너무나도 유명하죠?? 암사 주민이라면 누구나 다 아는 그런 맛도 좋고 가성비 좋은 디저트 맛집!! 꼬끄가 엄청 쫀득한 마카롱이에요!! 아니 뚱카롱이에요!! 꼬끄한입 먹어보면 왜 맛집인지 단번에 알아요! 게다가 디저트 맛집이라고도 소문이 잦아서 먹어봤는데 웬걸ㅠㅠ 오랫동안 자리를 지켜온 바나나푸딩과 레벨바 정말 맛있네요!! 바나나푸딩은 크림비중이 높고 레벨바는 옴총 꾸덕한 치즈케이크에 초코칩 콕콕 박힌 디저트에요:)?? 예전만큼 줄서진 않지만 줄이 그나마 적은 시기는 목요일 9시 딱 맞춰가는게 가장 베스트!!! 꼭 가보시여요??,22.11.20.일,1
31,빵& 빵,울금향33,마카롱 맛있고 푸딩도 맛있어여,5.7.일,1
32,빵& 빵,cheon0723,두번째 달력이벤트 놓칠 수 없어서 기말고사 끝나고 다시 다녀온 솜솜???? 5년동안 한 번도 안가더니 이제 웨이팅 많이 풀려서 맘 먹기 쉽더라구요!! 전 금요일 기준 11시 20분쯤 도착했는데 제 앞 두분 계셨어여!! 많이 줄어들어서 행복합니다?? 주말은 이보다 더 있지 않을까 싶어요?,22.12.16.금,2
33,빵& 빵,반짝반짝빛나는맛나니,인기많은 마카롱집,3.25.토,2
34,빵& 빵,핀7111,맛있어요,7.14.금,2
35,빵& 빵,양말져지,정말 샐긴지 오래된 베이커리. 늘 닫힌 문만 보다가 드디어 오늘 구매했네요. ㅎㅎ,4.1.토,1
36,빵& 빵,우다다다김땅콩,마카롱 맛있어요,5.13.토,2
37,빵& 빵,반짝반짝빛나는맛나니,유명한 곳이라고 하네요 가성비가 좋은지는 잘 모르겠고 또 갈 것 같진 않아요,1.15.일,1
38,빵& 빵,낭만티쳐2,맛있어요.,7.1.토,1
39,빵& 빵,일상9383,굿 제일 좋아하는 마카롱집,4.8.토,2
40,빵& 빵,wldmsdlg,꼬끄가 쫀득하고 필링도 맛나고 정성가득 느낌 마카롱 외 디저트도 맛난편 거리가 멀지만 한번씩 생각나고 웨이팅이 있어 대량으로 사게 됨 오픈직후였는데 직원분들이 지친 느낌 디저트류를 좋아한다면 맛볼만 함,4.8.토,2
41,빵& 빵,핀7111,맛있어요,6.25.일,1
42,빵& 빵,mkl1208,너무맛있고 사장님도친철해요,4.2.일,3
43,빵& 빵,쨈쨈,좋은분들께 간식선물로 전달하기 ??,3.31.금,5
44,빵& 빵,cheon0723,"솜솜베이커리 오픈하고 초창기에 오픈이벤트로해서 마카롱 6구?서비스받고 대만 갔다가 젤리 사들고 간 이후로 저 거의 5년만에 갔어요?? 그동안 솜솜의 인기가 어마무시해져서 도저히 수원에서 못가겠더라구여?? 여사장님 안계셔서 너무나도 아쉬웠어여ㅠ 비록 초창기때랑 마카롱이 달라졌지만 맛은 여전히 맛있었습니다!! 특히 푸딩 아주 요물이였어용?? 근데, 레벨바는 기대를 좀 해서 그런가?? 제입맛엔 좀 아쉬웠네요 헤헤 마지막 2장은 모르시는 분들이 많을 솜솜베이커리 초창기??",22.11.4.금,1
45,빵& 빵,먹자먹엉,"정말 맛있어요 저의 인생 맛집 , 디저트가게 원 픽 마카롱으로 참 유명한 곳이지만 특별하고 맛있는 디저트들이 다양해서 좋아요 차별화되어있는데 시즌마다 종류도 다양하고 메뉴 개발도 꾸준히 하시는거같고 , 특히 보틀 케이크, 크림푸딩류나 구움과자 ... 등등 여러 다채로운 디저트를 다루시는데 그게 하나하나 다 너무 맛있어요 ..! 특히 생과일 원물도 신선하고 당도 높은 질 좋은 과일이라 감동은 두 배 , 세 배입니다. 저 또한 디저트 정말 좋아하고 여러 곳 많이 갑니다만 역시 솜솜. 견줄 곳이 없어요 솜솜베이커리가 솜솜베이커리했읍니다 요즘은 웨이팅이 많이 줄었...(그렇지만 2-30분 대기는 필수입니다 인기 줄어들 기미가 없으요)기에 간만에 자안뜩 데려온 따끈따끈 후기입니다 !",22.11.20.일,1
46,빵& 빵,귀요미86,바나나푸딩맛있어요,5.7.일,1
47,빵& 빵,제니40,매번 가야지 하면서도 집과는 정반대라서 실행 못하다 오늘 아니면 더 못갈꺼 같아 다녀왔어요 다행히 종류별로 마카롱 다 사고 푸딩도 사왔네요 뚱카롱 치고는 생각보다 느끼하지 않았고 많이 달지 않아서 좋았어요~가성비 괜찮은 곳이라 다른 맛 마카롱도 맛보고 싶긴하네요,22.10.28.금,1
48,빵& 빵,1004tess2,주차장은 없어요.마카롱맛집,3.3.금,1
49,빵& 빵,mkl1208,친절하고 정말맛있어요,3.26.일,2
50,빵& 빵,차스타 좋아,너무 맛있어서 또 가려공ㅅ,4.27.목,1
51,빵& 빵,레몬초크,다양하고 맛있는 뚱카롱과 디저트 이제 자주 사먹지는 않지만 가끔 생각나면 꼭 사먹게 됩니다,2.9.목,1
52,빵& 빵,가나다6924,굳,6.18.일,1
53,빵& 빵,어서와우린처음이지,11시전에 오픈런했는데 앞에 세분이 계셨어요... 그래도 오래기다리지않고 구매할 수 있었구요. 맛은 기대이상이었습니다. 선물받으신분들이 너무 좋아하셨어요~ 다음에 또 방문할게요,22.11.6.일,1
54,빵& 빵,쨈쨈,뚱카롱 오래오래 먹을수 있게 해주세요,2.17.금,4
55,빵& 빵,떡잎마을 신짱구,마카롱맛집???? 마카롱 안좋아하는데 솜솜베이커리꺼 먹고나서 완전 빠져듦 존맛탱,22.11.25.금,1
56,빵& 빵,대박맘39,달콤 마카롱이 맛도 좋네요 여러가지맛을 고를수 있어 좋아요,2.11.토,1
57,빵& 빵,빵빵먕,너무 맛있어서 항상 가게되는 마카롱 가게에요,2.10.금,5
58,빵& 빵,루크65,리뷰평처럼 진짜 촉촉하고 맛있어요.,3.11.토,1
59,빵& 빵,tsnbgs,마카롱 맛있어요,2.23.목,6
60,빵& 빵,밍꾸91,"진짜 너무 실망스럽습니다. 카톡으로만 문의 달라고 써놨는데, 한달 째 답변 없음. 인스타 댓글에 답변을 순서대로 아니고 몇몇만 달아줌ㅋㅋㅋㅋㅋ 먼 거리라 공휴일 영업 문의 했는데 답변 안 달아주면.. 저보다 늦게, 같은 질문한 친구한테 답해준게 굉장히 어이없는 부분! 한창 인기 많을 때 왕복3시간거리 새벽 7시에 도착해 3시간 줄서서 먹은 사람인 만큼 맛+팬심으로 솜솜 좋아했었어요. 4주년 보냉백도 있죠. ??가격도 예전에 비해 가성비 떨어짐. ??소금바닐라는 꼬끄가바삭함 ??테이블링 없어서 추운데 앉아있어야함 ??다른 마카롱집 퀄리티가 올라감 ??케이크 손바닥만한게 9500원 ??전날 밤에 올라오는 라인업 +종류가 9개or 15개로 너무 차이남 여러모로 실망스러워 재방문 의사 없음",22.12.29.목,1
61,빵& 빵,hye****,"말차푸딩이랑 단호박치즈, 블루베리, 밤마카롱 데려왔어요~말차는 아가입맛인 저에게는 힘들어찌만 마카롱은 꼬끄가 쫄깃하고 필링도 많이 달지 않고 좋았어요????",22.11.3.목,1
62,빵& 빵,달달맘,크리스마스이브날 30분 줄서서 구입했어요~ 매번 먹을때마다 맛있어요~♡,22.12.24.토,2
63,빵& 빵,임졔999,왜 줄서는 맛집인지 알겠음 ㅜㅜ 마카롱 하나하나 다 맛잇음 ㅠㅠ,22.11.13.일,1
64,빵& 빵,가을남자124,너무너무너무 맛있어요,2.19.일,1
65,빵& 빵,576888,보통,4.28.금,2
66,빵& 빵,임졔999,이번엔 선물용으로 방문 선물받은 친구가 엄청 좋아함 동네에 마카롱 맛집잇눈거 넘조아요,22.12.9.금,2
67,빵& 빵,별모래48,"오픈런, 줄서기 눈치게임을 잘해야해서 자주는 못 가지만 가끔은 그럴만한 가치가 있는 가게에요 :)",22.12.2.금,1
68,빵& 빵,쨈쨈,뚱카롱 원탑 ?????,2.10.금,3
69,빵& 빵,따뜻한 차,마카롱 맛있어요,2.9.목,1
70,빵& 빵,Jinnyvely,마카롱이 가격이 다 비싼데 여기는 가격이 합리적 이면서도 맛있어서 매번 줄서서 기다리는곳. 필링도 너무 맛있음. 줄서서 기다리는게 부담스럽지만 그럴 가치가 있음,22.11.10.목,1
71,빵& 빵,YJ539,저의 최애 마카롱집 전 여기만 먹어요,2.10.금,1
72,빵& 빵,tsnbgs,마카롱 최고예요,1.29.일,5
73,빵& 빵,zxc2977,맛있어요,3.25.토,1
74,빵& 빵,아이시대루7,마카롱 가성비가 진짜 좋아요! 다른건 잘 모르겠어요,22.12.2.금,1
75,빵& 빵,람람7884,,2.11.토,1
76,빵& 빵,24K98,굿,4.23.일,2
77,빵& 빵,파피요트,크리스마스선물로 남편이 줄서서 사다줬습니다. 맛있어요,22.12.24.토,1
78,빵& 빵,0세잎클로버0,"마카롱은 솜솜입니다 그리고 뚱카롱인데 평일이라 대기줄 없어서 더 사올수 있어 좋았어요~~ 돼지바,고구마케이크,오레오치즈케이크,레드벨벳 맛있어요~ 레벨바는 부드러운 크림치즈 필링 위에 레드벨벳 쿠키가 토핑된 바의 종류인데 맛있어요~ 피치요거트푸딩은 상큼한 요거트피딩에 복숭아 통밀쿠키 치즈케이크가 듬뿍 들어간 시즌한정 푸딩이예요~♡♡",22.9.15.목,1
79,빵& 빵,큰최씨작은최씨날씬한최씨,맛있어요,4.8.토,1
80,빵& 빵,24K98,마카롱 맛있어요,2.17.금,1
81,빵& 빵,cho****,매주 목금토일만 기다리네요 잘 먹겠습니다,22.11.10.목,1
82,빵& 빵,lj****,마카롱맛으로 최고에요!!,2.9.목,1
83,빵& 빵,맛없으면 안 씀,심하게 맛잇었던 뚱카롱들~~ 오~래 유명한데는 다 이유가 있구나,22.12.8.목,1
84,빵& 빵,얌냠62,마카롱 맛집,2.5.일,8
85,빵& 빵,OMG7665,주말 11시쯤 도착했을때 코너 돌아줄 섰네여ㅠㅠ 안전하게 사가려면 그 전에 도착해야 할 것 같아용!,22.12.3.토,1
86,빵& 빵,hui****,좋아용,3.26.일,1
87,빵& 빵,zhdkffk992865,너무 맛있어요 마카롱이 사르르 녹습니다!,22.11.5.토,1
88,빵& 빵,요소소,마카롱 맛집,3.3.금,1
89,빵& 빵,재테크의 여왕MY,이것이 뚱카롱이구나 싶다!! 9시 20분도착했는데 줄이 있더라;; 놀라운 곳 확실히 덜다네 ㅎㅎ 꼬끄의 쫀득함은 덜하지만 이름에 있는 맛을 충실하게 살린 곳,22.9.24.토,1
90,빵& 빵,토니의고소한쿠키33,내 취향의 달지 않은 뚱카롱,22.10.30.일,1
91,빵& 빵,아꼬운 엄마,,22.12.18.일,1
92,빵& 빵,우다다다김땅콩,그전부터 먹어보고 싶었는데 이제야 막네요 ㅎㅎ 소문만큼 맛있어요~,22.11.20.일,1
93,빵& 빵,ddnsl46,맛있어용,1.14.토,1
94,빵& 빵,Cleo21,어제 구매했던 초코나무숲에서 짧은 머리카락이 나왔어요ㅠㅠ 리뷰를 올려야하나 말아야하나수백번 고민하다 앞으로는 청결에 더 주의하시길 바라며 올려봐요ㅜ 맛은 정말 좋았어요ㅠㅠ,22.10.22.토,1
95,빵& 빵,엄지여사87,맛있어요,2.10.금,1
96,빵& 빵,576888,음.. 매번 인그타로 보다가 처음 방문해 봤는데… 느끼하고 기다릴 정도인지 모르겠어요,22.12.9.금,1
97,빵& 빵,한낮29,명불허전 마카롱 맛집!,1.12.목,1
98,빵& 빵,미미5348,맛집입니다,22.12.29.목,3
99,빵& 빵,감돌이97,맛있어요!,22.11.27.일,1
100,빵& 빵,빵빵먕,"너무너무 맛있는 솜솜,9월전 마지막 영업일날에 이틀 연속으로 출석도장 찍었습니다 ㅎㅎ 귀여운 얼룩냥이들 보다보니 지루할 틈이 없었어요!오늘은 레벨바가 나와서 처음 사봤어요. 안드셔본 분이 계신다면 꼭 사보세요. 마카롱보다 좀 달게 느껴지긴 하지만 레드벨벳 꼬끄를 가득 얹은 바스크 치즈케이크를 먹는듯한 맛이었어요:)?? 더블치즈가 안 나와서 아쉽지만 제 딴에는 많이 모은 마카롱들을 냉동실에 두었다 힘들 때 하나 까먹는게 큰 행복이 될것같아요 다친 곳과 지친 마음 모두 잘 회복하셔서 봽길바랍니다??",22.7.13.수,4
101,빵& 빵,hsk****,오 여기 안달고 굿굿 ♡♡,22.9.29.목,1
102,빵& 빵,omj740952,오전 10시좀 넘어 문이 안 닿쳐 있어서 횡재다 하고 들어갔는데 이미 거의 모든 마카롱이 다 팔리고 몇개 안 남아서 실망하며 남아있는걸 사왔는데도 불구하고 너무 맛있었다 솜솜 베이커리 뚱카롱 최고,22.9.24.토,1
103,빵& 빵,aaa4728,맛은 괜찮은데 특별하진 않고 직원분들이 피곤하신건지 뭔지 인스타에서 느껴지는 느낌과는 매우다릅니다 뭔가 눈치보임,22.10.6.목,1
104,빵& 빵,영아7037,뚱마카롱 맛나요,22.12.16.금,1
105,빵& 빵,gus****,마카롱 맛있고 가격도 좋아요,22.11.25.금,1
106,빵& 빵,joo****,암사동명물이자 마카롱중에 최고예요!!^^ 계속 있었으면 좋겠어요!!??,22.11.24.목,1
107,빵& 빵,사랑모드42,맛있어요,1.14.토,1
108,빵& 빵,아나빠나사띠에몽,솜솜 처음으로 줄안서고 먹어봐네요~~ 뚱카롱 너무 맛나요,22.11.24.목,1
109,빵& 빵,신슐랭,오랜만에 먹었어요!,22.10.22.토,1
110,빵& 빵,미움미움,맛있어요,22.12.10.토,1
111,빵& 빵,빵빵먕,"귀여운 아기들이 맞아주는 솜솜 베이커리?? 원래 뚱카롱 별로 안 좋아하는데 맛있어요… 사장님도 친절하시고 매장도 청결해보여요! 경기도러가 2시간 걸려 한여름에 사러간다는건 찐 맛집이라는 뜻입니다..빅토리아 케이크랑 레드벨벳,황치즈 가나슈는 꼭 드셔보세요…???? 사장님 잘 쉬시고 9월에 다시 만나요!",22.7.9.토,3
112,빵& 빵,KDR,"공휴일이라서 일찍갔는데 7시 도착하니 첫번째 순서로 들어갔습니다. 7시 30분쯤 두번째분 오셨고, 8시 오시면 10명안에 들어갈 것 같아요. 마카롱도 맛있고 당근케이크랑 레벨바, 오레오 바나나 푸딩도 다 맛있네요~^^",22.5.5.목,2
113,빵& 빵,보리스79,너무 맛있어요,22.11.17.목,1
114,빵& 빵,kim4411,"지난주에 가고, 오늘 또 다녀갔어요 :) 맛있고 색다른 메뉴가 많아서 좋습니다??????????",22.7.2.토,2
115,빵& 빵,지지아나 조블리,너무 맛있어요 뚱카롱이 전혀 느끼하지 않고 정말 순삭 입니다 다른 집 뚱마카롱은 느끼해서 못 먹지만 오직 솜솜베이커리 만큼은 아주 깨끗하게 먹어 치우지요 앞으로도 화이팅 이에요,22.6.25.토,1
116,빵& 빵,지토42,잘먹었습니다,6.1.목,2
117,빵& 빵,friedcherry,찐크림치즈맛이에요!!,22.10.20.목,1
118,빵& 빵,미미5348,맛있어요,22.10.16.일,2
119,빵& 빵,수퍼갤라그,맛있어요,22.12.16.금,1
120,빵& 빵,o바다소리o,마카롱 맛있어요~!,22.9.15.목,1
121,빵& 빵,팬더345,마카롱 맛집^^ 넘 맛나요,22.10.16.일,1
122,빵& 빵,dla****,맛있어요,2.11.토,1
123,빵& 빵,써니2718,맛나요~^^,22.10.13.목,3
124,빵& 빵,햄벅이요,웨이팅 잇을정도로 맛잇다는 말을많이 듣엇 드뎌가봣네요 역시 맛나네요,22.6.23.목,1
125,빵& 빵,이얏호44,맛있어요!,22.11.24.목,1
126,빵& 빵,kim4411,라인업이 자주 바뀌어서 좋아요!!,22.6.26.일,1
127,빵& 빵,뭉치뭉치뭉뭉치23,2500원이라는 가격이라 좋고 너무 맛있어요?? 뚱카롱 메뉴별로 3개씩 사왔어요 케이크랑 마들렌도 샀어요! 존맛이고 그냥.. 여긴 꼭 가야 하는 강동구의 디저트 명물입니다??전 뚱카롱은 여기서만 사려구요 옛날엔 7시에 가야 했는데 지금은 8시 반에 가도 괜찮더라고요 앞에 열 명 정도 있었지만요.. ㅎ 솜솜베이커리 사랑해요??,22.3.26.토,1
128,빵& 빵,미미5348,마카롱은 솜솜이 젤 맛있고 선물하기도 좋아요. 케이크도 추천!,22.6.12.일,1
